d_host_is_superhost,n_host_listings_count,n_host_total_listings_count,d_host_has_profile_pic,d_host_identity_verified,f_neighbourhood_cleansed,n_latitude,n_longitude,f_property_type,n_accommodates,n_bedrooms,n_beds,price,n_minimum_nights,n_maximum_nights,n_minimum_minimum_nights,n_maximum_minimum_nights,n_minimum_maximum_nights,n_maximum_maximum_nights,n_minimum_nights_avg_ntm,n_maximum_nights_avg_ntm,d_has_availability,n_availability_30,n_availability_60,n_availability_90,n_availability_365,n_number_of_reviews,n_number_of_reviews_ltm,n_number_of_reviews_l30d,n_review_scores_rating,n_review_scores_accuracy,n_review_scores_cleanliness,n_review_scores_checkin,n_review_scores_communication,n_review_scores_location,n_review_scores_value,d_instant_bookable,n_calculated_host_listings_count,n_calculated_host_listings_count_entire_homes,n_calculated_host_listings_count_private_rooms,n_calculated_host_listings_count_shared_rooms,n_reviews_per_month,n_p_host_response_rate,n_p_host_acceptance_rate,n_bathrooms,n_dt_host_since_to_today,n_dt_first_review_to_today,n_dt_last_review_to_today,d_tv,d_ac,d_backyard,d_baking_sheet,d_bathtub,d_bbq,d_board_games,d_brekkie,d_coffee,d_ceiling_fan,d_clothing_storage,d_dedicated_workspace,d_dishwasher,d_dryer,d_drying_rack,d_eco,d_wifi,d_fire_guard,d_first_aid,d_fitness,d_heating,d_high_chair,d_organic,d_hot_tub,d_spa,d_fireplace,d_iron,d_bluetooth,d_nespresso,d_kitchen_aid,d_rice_maker,d_mosquito_net,d_laundromat,d_security_camera,d_free_parking,d_long_term,d_pool,d_pets_allowed,d_beachfront,d_lake_access,d_kayak,d_piano,d_pingpong,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_pool,d_outdoor_shower,d_game_console,d_nintendo,d_ps,d_alexa,d_amazon_prime,d_apple,d_bang_and_olufsen,d_beats,d_bosch,d_boombox,d_bose,d_chromecast,d_google,d_jbl,d_jvc,d_netlix,d_pioneer,d_aroma_zone,d_attitude,d_aveda,d_bella_pella,d_costco,d_dove,d_dumarchand,d_garnier,d_head_and_shoulders,d_ivory,d_kiehls,d_kirkland,d_loreal,d_lemieux,d_melaleuca,d_nivea,d_olay,d_ordinaire,d_organix,d_pantene,d_plusieurs,d_baby_bath,d_baby_monitor,d_baby_safety_gates,d_babysitter_rec,d_crib,d_children,d_danby,d_divers,d_electrolux,d_fisher_and_paykel,d_frigidaire,d_galanz,d_induction,d_inglis,d_kenmore,d_lg,d_miele,d_samsung,d_hv_facebook,d_hv_google,d_hv_government_id,d_hv_jumio,d_hv_manual,d_hv_kba,d_hv_phone,d_hv_reviews,d_hv_selfie,d_hv_sent_id,d_hv_sesame,d_hv_email,d_missing_n_review_scores_rating,d_missing_n_review_scores_accuracy,d_missing_n_review_scores_cleanliness,d_missing_n_review_scores_checkin,d_missing_n_review_scores_communication,d_missing_n_review_scores_location,d_missing_n_review_scores_value,d_missing_n_reviews_per_month,d_missing_n_p_host_response_rate,d_missing_n_p_host_acceptance_rate,d_missing_n_dt_first_review_to_today,d_missing_n_dt_last_review_to_today,n_squared_number_of_reviews,n_cubic_number_of_reviews,n_ln_host_since_to_today
0,5,5,1,1,Villeray-Saint-Michel-Parc-Extension,45.56314,-73.59013,Entire rental unit,6,3,3,126,15,1125,15,15,1125,1125,15,1125,1,8,38,68,343,5,0,0,5,5,5,5,5,5,5,0,6,6,0,0,0.08,0,0,2,2804,1982,996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,25,125,7.9391588179567965
0,5,5,1,1,Villeray-Saint-Michel-Parc-Extension,45.56306,-73.59022,Entire rental unit,2,1,1,59,5,1125,5,5,1125,1125,5,1125,1,0,0,0,0,19,0,0,4.74,4.72,4.89,4.94,4.94,4.56,4.83,0,6,6,0,0,0.24,0,0,1,2804,2406,1603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,361,6859,7.9391588179567965
0,5,5,1,1,Villeray-Saint-Michel-Parc-Extension,45.56496,-73.58875,Entire rental unit,2,1,1,63,7,1125,7,7,1125,1125,7,1125,1,0,0,0,0,1,0,0,5,5,5,5,5,5,5,0,6,6,0,0,0.01,0,0,1,2804,2181,2181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7.9391588179567965
0,5,5,1,1,Villeray-Saint-Michel-Parc-Extension,45.565,-73.58916,Entire rental unit,2,1,1,61,7,1125,7,7,1125,1125,7,1125,1,0,0,0,0,6,0,0,4.6,4.6,4.6,4.8,4.8,4,4.5,0,6,6,0,0,0.08,0,0,1,2804,2424,2066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,36,216,7.9391588179567965
0,6,6,1,1,Le Plateau-Mont-Royal,45.52716,-73.57465,Entire rental unit,2,1,2,38,32,1125,32,32,1125,1125,32,1125,1,0,10,40,315,28,3,0,4.36,4.46,4.14,4.61,4.71,4.86,4.29,0,13,13,0,0,0.36,0,0,1,3197,2424,131,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,784,21952,8.0702808933939
0,2,2,1,1,Villeray-Saint-Michel-Parc-Extension,45.53797,-73.62435,Entire loft,2,1,1,60,30,1125,30,30,1125,1125,30,1125,1,0,0,0,0,145,1,0,4.92,4.98,4.97,4.96,4.98,4.84,4.89,0,2,2,0,0,1.78,0,0,1,3879,2501,126,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,21025,3048625,8.263590432617319
1,2,2,1,1,Mercier-Hochelaga-Maisonneuve,45.60043,-73.5299,Entire rental unit,2,1,1,110,2,4,2,2,4,4,2,4,1,2,2,12,12,23,0,0,4.89,4.84,4.89,5,4.95,4.58,4.89,1,1,1,0,0,0.29,0,0,1,2877,2473,834,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,529,12167,7.964850887447313
0,6,6,1,1,Le Plateau-Mont-Royal,45.52716,-73.57465,Entire rental unit,2,1,1,36,32,1125,32,32,1125,1125,32,1125,1,21,21,21,243,20,3,1,4.55,4.65,4.4,4.8,4.8,4.9,4.4,0,13,13,0,0,0.3,0,0,1,3197,2048,86,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,400,8000,8.0702808933939
0,29,29,1,1,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47315,-73.60792,Entire rental unit,2,1,1,35,120,400,120,120,400,400,120,400,1,18,48,78,353,18,3,0,4.72,4.89,4.67,4.83,4.89,4.83,4.61,0,31,31,0,0,0.22,0,0,1,3461,2518,178,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,324,5832,8.149601735736155
0,1,1,1,1,Le Sud-Ouest,45.49164,-73.5746,Entire loft,2,1,1,99,3,365,3,3,365,365,3,365,1,3,33,63,309,72,1,0,4.86,4.92,4.94,5,4.97,4.94,4.89,0,1,1,0,0,0.9,0,0,1,2819,2466,209,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5184,373248,7.944492163932159
0,1,1,1,1,Villeray-Saint-Michel-Parc-Extension,45.54473,-73.63025,Entire rental unit,2,1,1,80,5,1125,5,5,1125,1125,5,1125,1,1,1,1,1,16,0,0,4.88,4.94,5,4.94,5,4.81,5,0,1,1,0,0,0.25,0,0,1,3402,1987,1097,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,256,4096,8.132412674500905
0,0,0,1,1,Le Plateau-Mont-Royal,45.53726,-73.57823,Entire rental unit,4,2,2,400,31,365,31,31,365,365,31,365,1,23,53,83,358,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2805,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7.939515260662406
0,29,29,1,1,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47189,-73.60809,Entire rental unit,2,1,1,33,32,400,32,32,1125,1125,32,1125,1,3,3,3,144,19,1,0,4.47,4.79,4.53,4.79,4.84,4.74,4.63,0,31,31,0,0,0.23,0,0,1,3461,2517,130,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,361,6859,8.149601735736155
0,1,1,1,1,Le Plateau-Mont-Royal,45.53408,-73.58498,Entire rental unit,4,2,3,135,3,1125,3,3,1125,1125,3,1125,0,0,0,0,0,14,0,0,4.93,4.93,5,4.79,4.71,4.86,4.86,0,1,1,0,0,0.18,0,0,1.5,2527,2450,540,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,196,2744,7.8351837552667485
0,2,2,1,1,Ville-Marie,45.49364,-73.57052,Entire rental unit,4,2,2,250,31,1125,31,31,1125,1125,31,1125,1,30,60,90,365,3,0,0,5,5,5,5,5,4.67,4.67,0,2,1,1,0,0.04,0,0,1,3361,2448,2377,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,27,8.120291313968561
0,29,29,1,1,Côte-des-Neiges-Notre-Dame-de-Grâce,45.473,-73.60778,Entire rental unit,2,1,1,40,180,400,180,180,400,400,180,400,1,0,0,0,224,15,0,0,4.87,5,4.93,4.93,4.8,4.8,4.79,0,31,31,0,0,0.19,0,0,1,3461,2454,557,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,225,3375,8.149601735736155
1,8,8,1,1,Le Plateau-Mont-Royal,45.53471,-73.58263,Entire rental unit,6,3,4,130,32,365,32,32,365,365,32,365,1,9,18,48,323,25,0,0,4.6,4.64,4.52,4.67,4.56,4.58,4.63,0,8,8,0,0,0.32,0,0,1,2568,2434,1266,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,625,15625,7.851271997109883
0,1,1,1,1,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48848,-73.62393,Entire rental unit,6,2,4,197,7,30,7,7,1125,1125,7,1125,1,6,15,45,320,5,0,0,4.8,4.8,4.4,4.4,5,5,4.6,0,1,1,0,0,0.09,0,0,2,2526,1649,891,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,25,125,7.834788107388194
1,8,8,1,1,Ville-Marie,45.51914,-73.55396,Entire townhouse,6,3,3,155,32,365,32,32,365,365,32,365,1,0,0,0,163,40,0,0,4.6,4.83,4.9,4.82,4.9,4.72,4.82,0,8,8,0,0,0.5,0,0,1.5,2568,2464,1199,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1600,64000,7.851271997109883
1,4,4,1,1,Le Plateau-Mont-Royal,45.51895,-73.5924,Entire rental unit,2,1,1,85,1,1125,1,2,1125,1125,1.6,1125,1,1,12,12,132,253,19,0,4.73,4.76,4.72,4.88,4.86,4.9,4.79,1,2,2,0,0,3.13,0,0,1,3878,2485,144,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,64009,16194277,8.263332667439967
0,1,1,1,1,Le Plateau-Mont-Royal,45.51784,-73.59036,Entire rental unit,5,3,3,300,30,60,30,30,60,60,30,60,1,0,0,0,0,43,0,0,4.93,4.98,4.93,4.98,5,4.98,4.95,0,1,1,0,0,0.54,0,0,1,2848,2469,1694,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1849,79507,7.954723334497908
0,8,8,1,1,Ville-Marie,45.51909,-73.56387,Entire rental unit,2,1,1,52,30,180,30,30,1125,1125,30,1125,1,15,45,75,75,64,1,0,4.46,4.65,4.54,4.85,4.82,4.89,4.49,1,7,3,4,0,0.88,0,0,1,2874,2238,172,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4096,262144,7.963807953231451
0,29,29,1,1,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47323,-73.60614,Entire rental unit,2,1,1,35,90,400,90,90,400,400,90,400,1,0,0,0,272,11,0,0,4.55,4.55,4.73,5,4.82,4.82,4.64,0,31,31,0,0,0.14,0,0,1,3461,2454,1288,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,121,1331,8.149601735736155
1,2,2,1,1,Rivière-des-Prairies-Pointe-aux-Trembles,45.6656,-73.5557,Entire rental unit,2,1,1,55,2,1125,2,2,1125,1125,2,1125,1,1,1,11,11,483,24,0,4.92,4.95,4.95,4.97,4.92,4.66,4.96,1,2,2,0,0,6.28,0,0,1,2506,2363,220,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,233289,112678587,7.826842098158293
1,1,1,1,0,Mercier-Hochelaga-Maisonneuve,45.58591,-73.54119,Entire rental unit,4,2,2,120,30,1125,30,30,1125,1125,30,1125,1,0,29,59,334,33,2,0,4.94,5,5,4.97,4.94,4.72,4.91,0,1,1,0,0,0.41,0,0,1,2502,2480,130,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1089,35937,7.8252452914317745
0,1,1,1,1,Rosemont-La Petite-Patrie,45.54659,-73.59167,Entire rental unit,4,2,2,125,32,90,32,32,90,90,32,90,1,0,1,1,1,21,0,0,4.86,4.89,4.9,4.95,4.95,4.79,4.79,0,1,1,0,0,0.26,0,0,1.5,2865,2438,904,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,441,9261,7.960672608388117
0,1,1,1,0,Ville-Marie,45.50126,-73.58123,Entire rental unit,2,1,1,100,30,365,30,30,365,365,30,365,1,30,60,90,365,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2525,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7.8343923029104365
1,1,1,1,1,Le Sud-Ouest,45.4509,-73.59427,Entire loft,3,1,2,75,4,90,4,4,1125,1125,4,1125,1,0,0,5,117,134,13,0,4.97,4.99,4.99,4.99,4.99,4.92,4.98,0,1,1,0,0,1.68,0,0,1,2500,2455,101,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,17956,2406104,7.824445930877619
1,1,1,1,1,Rosemont-La Petite-Patrie,45.53989,-73.59995,Entire loft,2,1,1,222,2,1125,2,2,1125,1125,2,1125,1,0,0,0,1,110,0,0,4.81,4.83,4.87,4.87,4.87,4.79,4.86,0,2,2,0,0,1.38,0,0,2,3100,2442,470,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,12100,1331000,8.03947991910045
0,8,8,1,1,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48899,-73.64419,Entire condominium (condo),6,3,3,111,30,1125,30,30,1125,1125,30,1125,1,0,0,0,164,104,0,0,4.62,4.78,4.72,4.79,4.75,4.63,4.61,0,3,3,0,0,1.31,0,0,2,2634,2440,675,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10816,1124864,7.876638460975463
