d_host_is_superhost,n_host_listings_count,n_host_total_listings_count,d_host_has_profile_pic,d_host_identity_verified,f_neighbourhood_cleansed,n_latitude,n_longitude,f_property_type,n_accommodates,n_bedrooms,n_beds,price,n_minimum_nights,n_maximum_nights,n_minimum_minimum_nights,n_maximum_minimum_nights,n_minimum_maximum_nights,n_maximum_maximum_nights,n_minimum_nights_avg_ntm,n_maximum_nights_avg_ntm,d_has_availability,n_availability_30,n_availability_60,n_availability_90,n_availability_365,n_number_of_reviews,n_number_of_reviews_ltm,n_number_of_reviews_l30d,n_review_scores_rating,n_review_scores_accuracy,n_review_scores_cleanliness,n_review_scores_checkin,n_review_scores_communication,n_review_scores_location,n_review_scores_value,d_instant_bookable,n_calculated_host_listings_count,n_calculated_host_listings_count_entire_homes,n_calculated_host_listings_count_private_rooms,n_calculated_host_listings_count_shared_rooms,n_reviews_per_month,n_p_host_response_rate,n_p_host_acceptance_rate,n_bathrooms,n_dt_host_since_to_today,n_dt_first_review_to_today,n_dt_last_review_to_today,d_tv,d_ac,d_backyard,d_baking_sheet,d_bathtub,d_bbq,d_board_games,d_brekkie,d_coffee,d_ceiling_fan,d_clothing_storage,d_dedicated_workspace,d_dishwasher,d_dryer,d_drying_rack,d_eco,d_wifi,d_fire_guard,d_first_aid,d_fitness,d_heating,d_high_chair,d_organic,d_hot_tub,d_spa,d_fireplace,d_iron,d_bluetooth,d_nespresso,d_kitchen_aid,d_rice_maker,d_mosquito_net,d_laundromat,d_security_camera,d_free_parking,d_long_term,d_pool,d_pets_allowed,d_beachfront,d_lake_access,d_kayak,d_piano,d_pingpong,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_pool,d_outdoor_shower,d_game_console,d_nintendo,d_ps,d_alexa,d_amazon_prime,d_apple,d_bang_and_olufsen,d_beats,d_bosch,d_boombox,d_bose,d_chromecast,d_google,d_jbl,d_jvc,d_netlix,d_pioneer,d_aroma_zone,d_attitude,d_aveda,d_bella_pella,d_costco,d_dove,d_dumarchand,d_garnier,d_head_and_shoulders,d_ivory,d_kiehls,d_kirkland,d_loreal,d_lemieux,d_melaleuca,d_nivea,d_olay,d_ordinaire,d_organix,d_pantene,d_plusieurs,d_baby_bath,d_baby_monitor,d_baby_safety_gates,d_babysitter_rec,d_crib,d_children,d_danby,d_divers,d_electrolux,d_fisher_and_paykel,d_frigidaire,d_galanz,d_induction,d_inglis,d_kenmore,d_lg,d_miele,d_samsung,d_hv_facebook,d_hv_google,d_hv_government_id,d_hv_jumio,d_hv_manual,d_hv_kba,d_hv_phone,d_hv_reviews,d_hv_selfie,d_hv_sent_id,d_hv_sesame,d_hv_email,d_missing_n_review_scores_rating,d_missing_n_review_scores_accuracy,d_missing_n_review_scores_cleanliness,d_missing_n_review_scores_checkin,d_missing_n_review_scores_communication,d_missing_n_review_scores_location,d_missing_n_review_scores_value,d_missing_n_reviews_per_month,d_missing_n_p_host_response_rate,d_missing_n_p_host_acceptance_rate,d_missing_n_dt_first_review_to_today,d_missing_n_dt_last_review_to_today,n_squared_number_of_reviews,n_cubic_number_of_reviews,n_ln_host_since_to_today
0,5,5,1,1,Le Plateau-Mont-Royal,45.50689,-73.57237,Entire rental unit,2,1,1,50,31,100,31,31,100,100,31,100,1,20,50,67,67,25,1,0,4.48,4.6,4.68,4.84,4.72,4.6,4.32,0,3,3,0,0,0.59,0,0,1,1348,1339,283,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,625,15625,7.207118856207756
0,1,1,1,0,Ville-Marie,45.4999,-73.57923,Entire rental unit,2,1,1,49,20,1125,20,20,1125,1125,20,1125,1,2,32,62,62,3,0,0,5,5,4.33,5,5,5,5,0,1,1,0,0,0.08,0,0,1,1700,1248,762,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,27,7.438971592395862
0,1,1,1,0,Ville-Marie,45.51317,-73.56003,Entire rental unit,4,1,2,110,1,3,1,1,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7.207118856207756
1,1,1,1,1,Ville-Marie,45.50364,-73.56332,Entire condominium (condo),4,2,2,85,30,730,30,30,730,730,30,730,1,4,4,22,60,3,2,1,5,5,4.67,4.67,5,5,5,0,1,1,0,0,0.07,0,0,1.5,2540,1292,83,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,27,7.840312983320164
0,1,1,1,0,Le Plateau-Mont-Royal,45.51499,-73.57119,Entire condominium (condo),2,1,1,135,3,1125,3,3,1125,1125,3,1125,1,9,39,69,69,12,0,0,4.58,4.67,4.75,4.75,4.67,4.67,4.67,1,1,1,0,0,0.28,0,0,1,1661,1346,1282,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,144,1728,7.415776975415394
0,1,1,1,0,Le Plateau-Mont-Royal,45.52447,-73.57998,Entire rental unit,5,3,5,225,3,18,3,3,18,18,3,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.02,0,0,2,1347,1267,1267,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,7.206377291472252
0,1,1,1,1,Ville-Marie,45.51099,-73.56848,Entire rental unit,2,1,1,90,1,14,1,2,14,14,1.3,14,1,0,0,0,0,3,0,0,4.67,5,4.67,5,5,4.67,5,1,1,1,0,0,0.07,0,0,1,3133,1338,1325,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,27,8.050065422915965
0,2,2,1,1,Le Plateau-Mont-Royal,45.52792,-73.58927,Entire rental unit,3,1,2,120,3,1125,3,3,1125,1125,3,1125,1,15,40,70,341,79,23,1,4.49,4.55,4.82,4.55,4.78,4.76,4.49,0,2,2,0,0,1.92,0,0,1,2402,1290,87,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6241,493039,7.784473235736469
0,1,1,1,0,Le Sud-Ouest,45.49121,-73.5564,Entire rental unit,4,1,2,180,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,12,0,0,4.58,4.5,4.17,4.75,4.83,4.67,4.42,0,2,2,0,0,0.28,0,0,1,2541,1339,1276,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,144,1728,7.8407064517494
0,7,7,1,1,Le Plateau-Mont-Royal,45.51742,-73.57504,Entire rental unit,6,3,4,73,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,33,0,0,4.64,4.85,4.76,4.73,4.73,4.97,4.82,0,6,6,0,0,0.77,0,0,1,1359,1339,717,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1089,35937,7.215239978730097
0,1,1,1,1,Le Plateau-Mont-Royal,45.52463,-73.59047,Entire townhouse,2,1,1,125,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,12,0,0,4.75,4.92,4.83,5,5,5,4.83,1,1,1,0,0,0.28,0,0,1,2140,1323,1138,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,144,1728,7.669028288589683
0,1,1,1,0,Le Plateau-Mont-Royal,45.53406,-73.5825,Entire loft,3,1,2,195,40,70,40,40,70,70,40,70,1,29,59,89,89,6,0,0,5,5,4.67,5,5,5,5,0,1,1,0,0,0.14,0,0,1.5,1346,1327,719,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36,216,7.205635176410364
0,2,2,1,1,Le Plateau-Mont-Royal,45.52018,-73.57747,Entire residential home,6,3,4,125,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,3,0,0,5,5,4.33,5,5,5,4.67,0,3,3,0,0,0.07,0,0,1.5,4273,1316,1277,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,27,8.360305435879093
1,2,2,1,1,Villeray-Saint-Michel-Parc-Extension,45.55376,-73.60845,Entire condominium (condo),2,1,1,75,6,1125,6,6,1125,1125,6,1125,1,6,14,44,44,46,13,2,4.98,4.98,4.93,4.98,5,4.83,4.89,1,2,2,0,0,1.08,0,0,1,1708,1337,68,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2116,97336,7.443663683115591
0,1,1,1,1,Ville-Marie,45.52539,-73.55804,Entire rental unit,4,2,2,89,2,3,2,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7.952966790923131
0,1,1,1,1,Ville-Marie,45.51412,-73.56614,Entire loft,2,1,1,129,3,20,3,3,20,20,3,20,1,27,57,87,87,19,0,0,4.84,4.95,4.89,4.74,5,4.84,4.95,1,1,1,0,0,0.45,0,0,1,2095,1312,897,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,361,6859,7.647786045440933
0,5,5,1,1,Rosemont-La Petite-Patrie,45.52824,-73.61271,Entire rental unit,3,2,1,100,4,1125,3,4,1125,1125,3.1,1125,1,0,0,0,0,14,0,0,4.93,5,5,5,5,4.86,4.93,1,3,3,0,0,0.34,0,0,1,1931,1297,1063,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,196,2744,7.566311014772463
0,4,4,1,1,Le Sud-Ouest,45.48974,-73.56516,Entire rental unit,5,2,3,85,2,50,2,2,50,50,2,50,1,0,0,0,0,2,0,0,5,5,5,5,5,5,5,1,5,5,0,0,0.05,0,0,1,1462,1339,1262,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,8,7.288244401020124
1,2,2,1,1,Lachine,45.43826,-73.71646,Entire rental unit,4,1,1,72,2,1125,2,2,1125,1125,2,1125,1,0,0,0,9,109,33,4,4.89,4.92,4.8,4.95,4.94,4.93,4.88,1,2,2,0,0,2.62,0,0,1,2421,1304,64,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,11881,1295029,7.792348924113037
0,1,1,1,0,Ville-Marie,45.52319,-73.552,Entire rental unit,4,1,2,119,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,3,0,0,4,4.67,4.67,4.33,5,5,4.33,1,1,1,0,0,0.07,0,0,1,2061,1282,1262,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,27,7.631431664576906
0,2,2,1,1,Outremont,45.52331,-73.6087,Entire rental unit,5,2,3,164,1,35,1,1,35,35,1,35,1,18,26,56,329,8,0,0,4.25,4.25,4.63,4.88,5,4.38,4,0,2,2,0,0,0.19,0,0,1,2375,1290,890,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,64,512,7.773173680482536
0,1,1,1,1,Le Plateau-Mont-Royal,45.53385,-73.58742,Entire rental unit,4,1,2,70,6,50,6,6,50,50,6,50,1,0,0,0,0,2,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.05,0,0,1,3174,1278,1265,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,8,8.063062911326792
0,2,2,1,1,Ville-Marie,45.50357,-73.56241,Entire condominium (condo),2,1,1,199,2,1100,2,2,1125,1125,2,1125,1,0,0,0,0,89,32,1,4.85,4.8,4.82,4.88,4.96,4.92,4.74,1,2,2,0,0,2.09,0,0,1,1398,1338,73,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7921,704969,7.243512974665482
0,2,2,1,0,Le Sud-Ouest,45.49464,-73.55774,Entire rental unit,5,2,2,200,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2,0,0,1,1,1,1,1,3,1,0,2,2,0,0,0.05,0,0,1,1344,1309,1269,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,8,7.20414929203594
0,2,2,1,1,Le Plateau-Mont-Royal,45.53099,-73.57936,Entire rental unit,6,2,3,225,2,7,2,2,7,7,2,7,1,0,0,0,0,2,0,0,5,5,5,5,5,5,5,1,2,2,0,0,0.05,0,0,1,1516,1344,1220,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,8,7.324489979348532
1,1,1,1,1,Le Plateau-Mont-Royal,45.53406,-73.57983,Entire rental unit,3,2,2,145,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,45,0,0,5,5,5,5,5,4.96,4.98,0,1,1,0,0,1.06,0,0,1,1345,1332,835,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2025,91125,7.204892510204673
1,6,6,1,1,Le Plateau-Mont-Royal,45.51937,-73.56926,Entire loft,2,1,1,160,31,1125,31,31,1125,1125,31,1125,1,29,59,89,89,62,1,0,4.84,4.9,4.89,4.89,5,4.94,4.71,1,6,6,0,0,1.48,0,0,1,2547,1317,109,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3844,238328,7.843064016692054
1,6,6,1,1,Le Plateau-Mont-Royal,45.51871,-73.56741,Entire loft,2,1,1,200,31,1125,31,31,1125,1125,31,1125,1,23,53,83,83,101,2,1,4.95,4.9,4.92,4.8,4.91,4.95,4.86,0,6,6,0,0,2.41,0,0,1,2547,1314,86,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10201,1030301,7.843064016692054
0,10,10,1,1,Le Plateau-Mont-Royal,45.51133,-73.5704,Entire loft,3,1,1,92,1,200,1,2,1125,1125,1,1125,1,22,43,43,68,192,45,9,4.53,4.67,4.58,4.86,4.74,4.78,4.58,1,10,10,0,0,4.52,0,0,1,2817,1333,64,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,36864,7077888,7.943782692458625
1,59,59,1,1,Rosemont-La Petite-Patrie,45.53037,-73.61052,Entire rental unit,6,2,2,121,28,365,2,4,365,365,2,365,1,12,38,66,341,99,22,5,4.89,5,5,4.92,4.98,4.88,4.78,1,65,65,0,0,2.32,0,0,1,3962,1338,60,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9801,970299,8.284756593190435
0,1,1,1,1,Le Plateau-Mont-Royal,45.50857,-73.57718,Entire rental unit,4,1,1,50,2,1125,1,2,1125,1125,1.3,1125,1,0,0,0,0,2,0,0,5,5,4.5,5,5,5,4.5,1,2,2,0,0,0.07,0,0,1,2296,958,954,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,8,7.739359202689098
